뀨뀨 이번 섬네일은 귀여움으로 승부한다..!!,9:54,101309,3개월 전,오요,구독자 12.2만명
윤이샘님 안돼 못헤어져ㅠㅠ 나버리지마요ㅠㅠ,10:06,127616,4개월 전,오요,구독자 12.2만명
[러스트] 괜찮아요! 제가 지켜드릴게요! 똘복님!!!! (주머니 뒤적뒤적),10:01,45887,4개월 전,오요,구독자 12.2만명
아 이래서 인기가 많으면 피곤하다니까..ㅎ,10:01,111876,4개월 전,오요,구독자 12.2만명
드디어 투보님께 제 속마음을...,6:46,71697,4개월 전,오요,구독자 12.2만명
🌙 오요  ASMR 🌙 [3만 구독자 기념],10:38,86369,4개월 전,오요,구독자 12.2만명
조그마한 아기강아지 코시...,10:32,215226,4개월 전,오요,구독자 12.2만명
블개님께 고백 했습니다..,11:05,417073,4개월 전,오요,구독자 12.2만명
모든 장면이 주옥같은 공포게임 [2편],53:07,16013,4개월 전,오요,구독자 12.2만명
모든 장면이 주옥같은 공포게임 [1편],1:00:01,39860,4개월 전,오요,구독자 12.2만명
[오요] 7월 상반기 핫클립! 병아리 너무조아 ♥♥,5:11,78730,4개월 전,오요,구독자 12.2만명
흑끅 잘못했어요 선생님..ㅜ (w. 뷜랑),8:12,41317,4개월 전,오요,구독자 12.2만명
생일인데 정말 아무도 챙겨주지 않았다ㅠ엉엉ㅠㅠㅠ,12:51,72645,4개월 전,오요,구독자 12.2만명
[오요] 6월 하반기 핫클립! 살짝 맵나..?,6:12,80337,4개월 전,오요,구독자 12.2만명
나 잘 뽑은거 맞겠지...하........,10:15,81563,4개월 전,오요,구독자 12.2만명
"타락해버렸습니다,,",9:20,192057,5개월 전,오요,구독자 12.2만명
[오요] 6월 상반기 핫클립!,6:09,114661,5개월 전,오요,구독자 12.2만명
?! 나한테는 그런거 없는데..,13:12,123258,5개월 전,오요,구독자 12.2만명
(쫄보주의) 공포게임하다가 그만..ㅠㅠㅠㅠㅠㅠ,10:01,105975,5개월 전,오요,구독자 12.2만명
내 주변에 돈 많은 나만 보는 남자친구?!,11:31,162042,5개월 전,오요,구독자 12.2만명
오요가 배그 1등을 했다..?! 일본인 친구랑! (W.유카),10:17,53290,5개월 전,오요,구독자 12.2만명
뭔가 많이 잘못된 합방 ㅎㄷㄷ (w.김쯔네),12:29,88527,5개월 전,오요,구독자 12.2만명
술 먹어서 못할 줄 알았어요? [2편],5:14,125850,5개월 전,오요,구독자 12.2만명
"이슬톡톡 두 캔으로 누가 취,,헤헤헿 [1편]",6:51,200136,5개월 전,오요,구독자 12.2만명
나에게는 너무 어려운 휴먼 폴 플랫 ..ㅠ,10:54,274448,6개월 전,오요,구독자 12.2만명
안녕하세요 오요입니다!,8:00,309829,6개월 전,오요,구독자 12.2만명
